,sample,Spot_col,Spot_row,col,row,in_tissue,Tissue,Brain
15x326,P4-1,15,326,1546,498,1,Brain,DPall_3
15x327,P4-1,15,327,1536,498,1,Brain,DPall_3
15x328,P4-1,15,328,1527,498,1,Brain,DPall_3
15x329,P4-1,15,329,1518,498,1,Brain,DPall_3
15x330,P4-1,15,330,1508,498,1,Brain,DPall_3
15x331,P4-1,15,331,1499,498,1,Brain,DPall_3
15x332,P4-1,15,332,1489,498,1,Brain,DPall_3
15x333,P4-1,15,333,1480,499,1,Brain,DPall_3
15x334,P4-1,15,334,1471,499,1,Brain,DPall_3
15x335,P4-1,15,335,1461,499,1,Brain,DPall_3
15x336,P4-1,15,336,1452,499,1,Brain,DPall_3
15x337,P4-1,15,337,1443,499,1,Brain,DPall_3
15x338,P4-1,15,338,1433,499,1,Brain,DPall_3
15x339,P4-1,15,339,1424,499,1,Brain,DPall_3
15x340,P4-1,15,340,1415,499,1,Brain,DPall_3
15x341,P4-1,15,341,1405,499,1,Brain,DPall_3
15x342,P4-1,15,342,1396,499,1,Brain,DPall_3
15x343,P4-1,15,343,1387,499,1,Brain,DPall_1
15x344,P4-1,15,344,1377,499,1,Brain,DPall_1
15x345,P4-1,15,345,1368,499,1,Brain,DPall_1
15x346,P4-1,15,346,1359,499,1,Brain,DPall_1
15x347,P4-1,15,347,1349,499,1,Brain,DPall_1
15x348,P4-1,15,348,1340,499,1,Brain,DPall_1
15x349,P4-1,15,349,1330,499,1,Brain,DPall_1
16x227,P4-1,16,227,2532,503,1,Brain,DPall_1
16x228,P4-1,16,228,2523,503,1,Brain,DPall_1
16x229,P4-1,16,229,2513,503,1,Brain,DPall_1
16x230,P4-1,16,230,2504,503,1,Brain,DPall_1
16x231,P4-1,16,231,2495,503,1,Brain,DPall_1
16x232,P4-1,16,232,2485,503,1,Brain,DPall_1
16x233,P4-1,16,233,2476,503,1,Brain,DPall_1
16x234,P4-1,16,234,2467,503,1,Brain,DPall_2
16x235,P4-1,16,235,2457,504,1,Brain,DPall_2
16x236,P4-1,16,236,2448,504,1,Brain,DPall_2
16x237,P4-1,16,237,2439,504,1,Brain,DPall_2
16x238,P4-1,16,238,2429,504,1,Brain,DPall_2
16x239,P4-1,16,239,2420,504,1,Brain,DPall_2
16x240,P4-1,16,240,2411,504,1,Brain,DPall_2
16x241,P4-1,16,241,2401,504,1,Brain,DPall_2
16x242,P4-1,16,242,2392,504,1,Brain,DPall_2
16x243,P4-1,16,243,2383,504,1,Brain,DPall_2
16x244,P4-1,16,244,2373,504,1,Brain,DPall_2
16x245,P4-1,16,245,2364,504,1,Brain,DPall_2
16x246,P4-1,16,246,2354,504,1,Brain,DPall_2
16x247,P4-1,16,247,2345,504,1,Brain,DPall_2
16x248,P4-1,16,248,2336,504,1,Brain,DPall_2
16x249,P4-1,16,249,2326,504,1,Brain,DPall_2
16x250,P4-1,16,250,2317,504,1,Brain,DPall_2
16x251,P4-1,16,251,2308,504,1,Brain,DPall_2
16x252,P4-1,16,252,2298,504,1,Brain,DPall_2
16x253,P4-1,16,253,2289,504,1,Brain,DPall_2
16x254,P4-1,16,254,2280,504,1,Brain,DPall_2
16x255,P4-1,16,255,2270,504,1,Brain,DPall_2
16x256,P4-1,16,256,2261,504,1,Brain,DPall_2
16x257,P4-1,16,257,2252,504,1,Brain,DPall_2
16x258,P4-1,16,258,2242,504,1,Brain,DPall_2
16x259,P4-1,16,259,2233,505,1,Brain,DPall_2
16x260,P4-1,16,260,2224,505,1,Brain,DPall_2
16x261,P4-1,16,261,2214,505,1,Brain,DPall_2
16x262,P4-1,16,262,2205,505,1,Brain,DPall_2
16x263,P4-1,16,263,2195,505,1,Brain,DPall_2
16x264,P4-1,16,264,2186,505,1,Brain,DPall_2
16x265,P4-1,16,265,2177,505,1,Brain,DPall_2
16x266,P4-1,16,266,2167,505,1,Brain,DPall_2
16x267,P4-1,16,267,2158,505,1,Brain,DPall_2
16x268,P4-1,16,268,2149,505,1,Brain,DPall_2
16x269,P4-1,16,269,2139,505,1,Brain,DPall_2
16x270,P4-1,16,270,2130,505,1,Brain,DPall_2
16x271,P4-1,16,271,2121,505,1,Brain,DPall_2
16x272,P4-1,16,272,2111,505,1,Brain,DPall_2
16x273,P4-1,16,273,2102,505,1,Brain,DPall_2
16x274,P4-1,16,274,2093,505,1,Brain,DPall_2
16x275,P4-1,16,275,2083,505,1,Brain,DPall_3
16x276,P4-1,16,276,2074,505,1,Brain,DPall_3
16x277,P4-1,16,277,2065,505,1,Brain,DPall_2
16x278,P4-1,16,278,2055,505,1,Brain,DPall_3
16x279,P4-1,16,279,2046,505,1,Brain,DPall_3
16x280,P4-1,16,280,2036,505,1,Brain,DPall_3
16x281,P4-1,16,281,2027,505,1,Brain,DPall_3
16x282,P4-1,16,282,2018,505,1,Brain,DPall_3
16x283,P4-1,16,283,2008,506,1,Brain,DPall_3
16x284,P4-1,16,284,1999,506,1,Brain,DPall_3
16x285,P4-1,16,285,1990,506,1,Brain,DPall_3
16x286,P4-1,16,286,1980,506,1,Brain,DPall_3
16x287,P4-1,16,287,1971,506,1,Brain,DPall_3
16x288,P4-1,16,288,1962,506,1,Brain,DPall_3
16x289,P4-1,16,289,1952,506,1,Brain,DPall_3
16x290,P4-1,16,290,1943,506,1,Brain,DPall_3
16x291,P4-1,16,291,1934,506,1,Brain,DPall_3
16x292,P4-1,16,292,1924,506,1,Brain,DPall_3
16x293,P4-1,16,293,1915,506,1,Brain,DPall_3
16x294,P4-1,16,294,1906,506,1,Brain,DPall_3
16x295,P4-1,16,295,1896,506,1,Brain,DPall_3
16x296,P4-1,16,296,1887,506,1,Brain,DPall_3
16x297,P4-1,16,297,1877,506,1,Brain,DPall_3
16x298,P4-1,16,298,1868,506,1,Brain,DPall_3
16x299,P4-1,16,299,1859,506,1,Brain,DPall_3
16x300,P4-1,16,300,1849,506,1,Brain,DPall_3
16x301,P4-1,16,301,1779,507,1,Brain,DPall_3
16x302,P4-1,16,302,1770,507,1,Brain,DPall_3
16x303,P4-1,16,303,1761,507,1,Brain,DPall_3
16x304,P4-1,16,304,1751,507,1,Brain,DPall_3
16x305,P4-1,16,305,1742,507,1,Brain,DPall_3
16x306,P4-1,16,306,1733,507,1,Brain,DPall_3
16x307,P4-1,16,307,1723,507,1,Brain,DPall_3
16x308,P4-1,16,308,1714,507,1,Brain,DPall_3
16x309,P4-1,16,309,1704,507,1,Brain,DPall_3
16x310,P4-1,16,310,1695,507,1,Brain,DPall_3
16x311,P4-1,16,311,1686,507,1,Brain,DPall_3
16x312,P4-1,16,312,1676,507,1,Brain,DPall_3
16x313,P4-1,16,313,1667,507,1,Brain,DPall_3
16x314,P4-1,16,314,1658,507,1,Brain,DPall_3
16x315,P4-1,16,315,1648,507,1,Brain,Fiber tracts
16x316,P4-1,16,316,1639,507,1,Brain,DPall_3
16x317,P4-1,16,317,1630,507,1,Brain,DPall_3
16x318,P4-1,16,318,1620,507,1,Brain,DPall_3
16x319,P4-1,16,319,1611,507,1,Brain,Fiber tracts
16x320,P4-1,16,320,1602,507,1,Brain,DPall_3
16x321,P4-1,16,321,1592,507,1,Brain,DPall_3
16x322,P4-1,16,322,1583,507,1,Brain,DPall_3
16x323,P4-1,16,323,1574,507,1,Brain,DPall_3
16x324,P4-1,16,324,1564,508,1,Brain,DPall_3
16x325,P4-1,16,325,1555,508,1,Brain,DPall_3
16x326,P4-1,16,326,1545,508,1,Brain,DPall_3
16x327,P4-1,16,327,1536,508,1,Brain,DPall_3
16x328,P4-1,16,328,1527,508,1,Brain,DPall_3
16x329,P4-1,16,329,1517,508,1,Brain,DPall_3
16x330,P4-1,16,330,1508,508,1,Brain,DPall_3
16x331,P4-1,16,331,1499,508,1,Brain,DPall_3
16x332,P4-1,16,332,1489,508,1,Brain,DPall_3
16x333,P4-1,16,333,1480,508,1,Brain,DPall_3
16x334,P4-1,16,334,1471,508,1,Brain,DPall_3
16x335,P4-1,16,335,1461,508,1,Brain,DPall_3
16x336,P4-1,16,336,1452,508,1,Brain,DPall_3
16x337,P4-1,16,337,1443,508,1,Brain,DPall_3
16x338,P4-1,16,338,1433,508,1,Brain,DPall_3
16x339,P4-1,16,339,1424,508,1,Brain,DPall_3
16x340,P4-1,16,340,1415,508,1,Brain,DPall_3
16x341,P4-1,16,341,1405,508,1,Brain,DPall_3
16x342,P4-1,16,342,1396,508,1,Brain,DPall_3
16x343,P4-1,16,343,1386,508,1,Brain,DPall_3
16x344,P4-1,16,344,1377,508,1,Brain,DPall_3
16x345,P4-1,16,345,1368,508,1,Brain,DPall_1
16x346,P4-1,16,346,1358,508,1,Brain,DPall_1
16x347,P4-1,16,347,1349,508,1,Brain,DPall_1
16x348,P4-1,16,348,1340,509,1,Brain,DPall_1
16x349,P4-1,16,349,1330,509,1,Brain,DPall_1
17x226,P4-1,17,226,2541,512,1,Brain,DPall_1
17x227,P4-1,17,227,2532,513,1,Brain,DPall_1
17x228,P4-1,17,228,2523,513,1,Brain,DPall_1
17x229,P4-1,17,229,2513,513,1,Brain,ORB
17x230,P4-1,17,230,2504,513,1,Brain,ORB
17x231,P4-1,17,231,2495,513,1,Brain,ORB
17x232,P4-1,17,232,2485,513,1,Brain,ORB
17x233,P4-1,17,233,2476,513,1,Brain,DPall_2
17x234,P4-1,17,234,2467,513,1,Brain,DPall_2
17x235,P4-1,17,235,2457,513,1,Brain,DPall_2
17x236,P4-1,17,236,2448,513,1,Brain,DPall_2
17x237,P4-1,17,237,2439,513,1,Brain,DPall_2
17x238,P4-1,17,238,2429,513,1,Brain,DPall_2
17x239,P4-1,17,239,2420,513,1,Brain,DPall_2
17x240,P4-1,17,240,2411,513,1,Brain,DPall_2
17x241,P4-1,17,241,2401,513,1,Brain,DPall_2
17x242,P4-1,17,242,2392,513,1,Brain,DPall_2
17x243,P4-1,17,243,2382,513,1,Brain,DPall_2
17x244,P4-1,17,244,2373,513,1,Brain,DPall_2
17x245,P4-1,17,245,2364,513,1,Brain,DPall_2
17x246,P4-1,17,246,2354,513,1,Brain,DPall_2
17x247,P4-1,17,247,2345,513,1,Brain,DPall_2
17x248,P4-1,17,248,2336,513,1,Brain,DPall_2
17x249,P4-1,17,249,2326,513,1,Brain,DPall_2
17x250,P4-1,17,250,2317,513,1,Brain,DPall_2
17x251,P4-1,17,251,2308,514,1,Brain,DPall_2
17x252,P4-1,17,252,2298,514,1,Brain,DPall_2
17x253,P4-1,17,253,2289,514,1,Brain,DPall_2
17x254,P4-1,17,254,2280,514,1,Brain,DPall_2
17x255,P4-1,17,255,2270,514,1,Brain,DPall_2
17x256,P4-1,17,256,2261,514,1,Brain,DPall_2
17x257,P4-1,17,257,2252,514,1,Brain,DPall_2
17x258,P4-1,17,258,2242,514,1,Brain,DPall_2
17x259,P4-1,17,259,2233,514,1,Brain,DPall_2
17x260,P4-1,17,260,2223,514,1,Brain,DPall_2
17x261,P4-1,17,261,2214,514,1,Brain,DPall_2
17x262,P4-1,17,262,2205,514,1,Brain,DPall_2
17x263,P4-1,17,263,2195,514,1,Brain,DPall_2
17x264,P4-1,17,264,2186,514,1,Brain,DPall_2
17x265,P4-1,17,265,2177,514,1,Brain,DPall_3
17x266,P4-1,17,266,2167,514,1,Brain,DPall_2
17x267,P4-1,17,267,2158,514,1,Brain,DPall_2
17x268,P4-1,17,268,2149,514,1,Brain,DPall_2
17x269,P4-1,17,269,2139,514,1,Brain,DPall_2
17x270,P4-1,17,270,2130,514,1,Brain,DPall_3
17x271,P4-1,17,271,2121,514,1,Brain,DPall_3
17x272,P4-1,17,272,2111,514,1,Brain,DPall_3
17x273,P4-1,17,273,2102,514,1,Brain,DPall_3
17x274,P4-1,17,274,2093,514,1,Brain,DPall_3
17x275,P4-1,17,275,2083,515,1,Brain,DPall_3
17x276,P4-1,17,276,2074,515,1,Brain,DPall_3
17x277,P4-1,17,277,2064,515,1,Brain,DPall_3
17x278,P4-1,17,278,2055,515,1,Brain,DPall_3
17x279,P4-1,17,279,2046,515,1,Brain,DPall_3
17x280,P4-1,17,280,2036,515,1,Brain,DPall_3
17x281,P4-1,17,281,2027,515,1,Brain,DPall_3
17x282,P4-1,17,282,2018,515,1,Brain,DPall_3
17x283,P4-1,17,283,2008,515,1,Brain,DPall_3
17x284,P4-1,17,284,1999,515,1,Brain,DPall_3
17x285,P4-1,17,285,1990,515,1,Brain,DPall_3
17x286,P4-1,17,286,1980,515,1,Brain,DPall_3
17x287,P4-1,17,287,1971,515,1,Brain,DPall_3
17x288,P4-1,17,288,1962,515,1,Brain,DPall_3
17x289,P4-1,17,289,1952,515,1,Brain,DPall_3
17x290,P4-1,17,290,1943,515,1,Brain,DPall_3
17x291,P4-1,17,291,1934,515,1,Brain,DPall_3
17x292,P4-1,17,292,1924,515,1,Brain,DPall_3
17x293,P4-1,17,293,1915,515,1,Brain,DPall_3
17x294,P4-1,17,294,1905,515,1,Brain,DPall_3
17x295,P4-1,17,295,1896,515,1,Brain,DPall_3
17x296,P4-1,17,296,1887,515,1,Brain,DPall_3
17x297,P4-1,17,297,1877,515,1,Brain,DPall_3
17x298,P4-1,17,298,1868,515,1,Brain,DPall_3
17x299,P4-1,17,299,1859,516,1,Brain,DPall_3
17x300,P4-1,17,300,1849,516,1,Brain,DPall_3
17x301,P4-1,17,301,1779,516,1,Brain,DPall_3
17x302,P4-1,17,302,1770,516,1,Brain,DPall_3
17x303,P4-1,17,303,1761,516,1,Brain,DPall_3
17x304,P4-1,17,304,1751,516,1,Brain,DPall_3
17x305,P4-1,17,305,1742,516,1,Brain,DPall_3
17x306,P4-1,17,306,1732,516,1,Brain,DPall_3
17x307,P4-1,17,307,1723,516,1,Brain,DPall_3
17x308,P4-1,17,308,1714,516,1,Brain,DPall_3
17x309,P4-1,17,309,1704,516,1,Brain,Fiber tracts
17x310,P4-1,17,310,1695,516,1,Brain,DPall_3
17x311,P4-1,17,311,1686,516,1,Brain,DPall_3
17x312,P4-1,17,312,1676,516,1,Brain,Fiber tracts
17x313,P4-1,17,313,1667,516,1,Brain,Fiber tracts
17x314,P4-1,17,314,1658,516,1,Brain,DPall_3
17x315,P4-1,17,315,1648,516,1,Brain,Fiber tracts
17x316,P4-1,17,316,1639,517,1,Brain,DPall_3
17x317,P4-1,17,317,1630,517,1,Brain,DPall_3
17x318,P4-1,17,318,1620,517,1,Brain,Fiber tracts
17x319,P4-1,17,319,1611,517,1,Brain,Fiber tracts
17x320,P4-1,17,320,1602,517,1,Brain,DPall_3
17x321,P4-1,17,321,1592,517,1,Brain,DPall_3
17x322,P4-1,17,322,1583,517,1,Brain,Fiber tracts
17x323,P4-1,17,323,1573,517,1,Brain,Fiber tracts
17x324,P4-1,17,324,1564,517,1,Brain,DPall_3
17x325,P4-1,17,325,1555,517,1,Brain,DPall_3
17x326,P4-1,17,326,1545,517,1,Brain,DPall_3
17x327,P4-1,17,327,1536,517,1,Brain,DPall_3
17x328,P4-1,17,328,1527,517,1,Brain,DPall_3
17x329,P4-1,17,329,1517,517,1,Brain,DPall_3
17x330,P4-1,17,330,1508,517,1,Brain,DPall_3
17x331,P4-1,17,331,1499,517,1,Brain,DPall_3
17x332,P4-1,17,332,1489,517,1,Brain,DPall_3
17x333,P4-1,17,333,1480,517,1,Brain,DPall_3
17x334,P4-1,17,334,1471,517,1,Brain,Fiber tracts
17x335,P4-1,17,335,1461,517,1,Brain,DPall_3
17x336,P4-1,17,336,1452,517,1,Brain,DPall_3
17x337,P4-1,17,337,1443,517,1,Brain,DPall_3
17x338,P4-1,17,338,1433,517,1,Brain,DPall_3
17x339,P4-1,17,339,1424,517,1,Brain,DPall_3
17x340,P4-1,17,340,1414,518,1,Brain,DPall_3
17x341,P4-1,17,341,1405,518,1,Brain,DPall_3
17x342,P4-1,17,342,1396,518,1,Brain,DPall_3
17x343,P4-1,17,343,1386,518,1,Brain,DPall_3
17x344,P4-1,17,344,1377,518,1,Brain,DPall_3
17x345,P4-1,17,345,1368,518,1,Brain,DPall_1
17x346,P4-1,17,346,1358,518,1,Brain,DPall_1
17x347,P4-1,17,347,1349,518,1,Brain,DPall_1
17x348,P4-1,17,348,1340,518,1,Brain,DPall_1
17x349,P4-1,17,349,1330,518,1,Brain,DPall_1
18x226,P4-1,18,226,2541,522,1,Brain,DPall_1
18x227,P4-1,18,227,2532,522,1,Brain,DPall_1
18x228,P4-1,18,228,2523,522,1,Brain,ORB
18x229,P4-1,18,229,2513,522,1,Brain,ORB
18x230,P4-1,18,230,2504,522,1,Brain,ORB
18x231,P4-1,18,231,2495,522,1,Brain,DPall_2
18x232,P4-1,18,232,2485,522,1,Brain,DPall_2
18x233,P4-1,18,233,2476,522,1,Brain,DPall_2
18x234,P4-1,18,234,2467,522,1,Brain,DPall_2
18x235,P4-1,18,235,2457,522,1,Brain,DPall_2
18x236,P4-1,18,236,2448,522,1,Brain,DPall_2
18x237,P4-1,18,237,2438,522,1,Brain,DPall_2
18x238,P4-1,18,238,2429,522,1,Brain,DPall_2
18x239,P4-1,18,239,2420,522,1,Brain,DPall_2
18x240,P4-1,18,240,2410,522,1,Brain,DPall_2
18x241,P4-1,18,241,2401,522,1,Brain,DPall_2
18x242,P4-1,18,242,2392,523,1,Brain,DPall_2
18x243,P4-1,18,243,2382,523,1,Brain,DPall_2
18x244,P4-1,18,244,2373,523,1,Brain,DPall_2
18x245,P4-1,18,245,2364,523,1,Brain,DPall_2
18x246,P4-1,18,246,2354,523,1,Brain,DPall_2
18x247,P4-1,18,247,2345,523,1,Brain,DPall_2
18x248,P4-1,18,248,2336,523,1,Brain,DPall_2
18x249,P4-1,18,249,2326,523,1,Brain,DPall_2
18x250,P4-1,18,250,2317,523,1,Brain,DPall_2
18x251,P4-1,18,251,2308,523,1,Brain,DPall_2
18x252,P4-1,18,252,2298,523,1,Brain,DPall_2
18x253,P4-1,18,253,2289,523,1,Brain,DPall_2
18x254,P4-1,18,254,2279,523,1,Brain,DPall_2
18x255,P4-1,18,255,2270,523,1,Brain,DPall_2
18x256,P4-1,18,256,2261,523,1,Brain,DPall_2
18x257,P4-1,18,257,2251,523,1,Brain,DPall_2
18x258,P4-1,18,258,2242,523,1,Brain,DPall_2
18x259,P4-1,18,259,2233,523,1,Brain,DPall_2
18x260,P4-1,18,260,2223,523,1,Brain,DPall_2
18x261,P4-1,18,261,2214,523,1,Brain,DPall_2
18x262,P4-1,18,262,2205,523,1,Brain,DPall_2
18x263,P4-1,18,263,2195,523,1,Brain,DPall_2
18x264,P4-1,18,264,2186,523,1,Brain,DPall_2
18x265,P4-1,18,265,2177,523,1,Brain,DPall_3
18x266,P4-1,18,266,2167,524,1,Brain,DPall_2
18x267,P4-1,18,267,2158,524,1,Brain,DPall_3
18x268,P4-1,18,268,2149,524,1,Brain,DPall_3
18x269,P4-1,18,269,2139,524,1,Brain,DPall_3
18x270,P4-1,18,270,2130,524,1,Brain,DPall_3
18x271,P4-1,18,271,2120,524,1,Brain,DPall_3
18x272,P4-1,18,272,2111,524,1,Brain,DPall_3
18x273,P4-1,18,273,2102,524,1,Brain,DPall_3
18x274,P4-1,18,274,2092,524,1,Brain,DPall_3
18x275,P4-1,18,275,2083,524,1,Brain,DPall_3
18x276,P4-1,18,276,2074,524,1,Brain,DPall_3
18x277,P4-1,18,277,2064,524,1,Brain,DPall_3
18x278,P4-1,18,278,2055,524,1,Brain,DPall_3
18x279,P4-1,18,279,2046,524,1,Brain,DPall_3
18x280,P4-1,18,280,2036,524,1,Brain,DPall_3
18x281,P4-1,18,281,2027,524,1,Brain,DPall_3
18x282,P4-1,18,282,2018,524,1,Brain,DPall_3
18x283,P4-1,18,283,2008,524,1,Brain,DPall_3
18x284,P4-1,18,284,1999,524,1,Brain,DPall_3
18x285,P4-1,18,285,1990,524,1,Brain,DPall_3
18x286,P4-1,18,286,1980,524,1,Brain,DPall_3
18x287,P4-1,18,287,1971,524,1,Brain,DPall_3
18x288,P4-1,18,288,1962,524,1,Brain,DPall_3
18x289,P4-1,18,289,1952,524,1,Brain,DPall_3
18x290,P4-1,18,290,1943,525,1,Brain,DPall_3
18x291,P4-1,18,291,1933,525,1,Brain,DPall_3
18x292,P4-1,18,292,1924,525,1,Brain,DPall_3
18x293,P4-1,18,293,1915,525,1,Brain,DPall_3
18x294,P4-1,18,294,1905,525,1,Brain,DPall_3
18x295,P4-1,18,295,1896,525,1,Brain,DPall_3
18x296,P4-1,18,296,1887,525,1,Brain,DPall_3
18x297,P4-1,18,297,1877,525,1,Brain,DPall_3
18x298,P4-1,18,298,1868,525,1,Brain,DPall_3
18x299,P4-1,18,299,1859,525,1,Brain,DPall_3
18x300,P4-1,18,300,1849,525,1,Brain,DPall_3
18x301,P4-1,18,301,1779,525,1,Brain,Fiber tracts
18x302,P4-1,18,302,1770,525,1,Brain,Fiber tracts
18x303,P4-1,18,303,1760,525,1,Brain,Fiber tracts
18x304,P4-1,18,304,1751,525,1,Brain,DPall_3
18x305,P4-1,18,305,1742,525,1,Brain,Fiber tracts
18x306,P4-1,18,306,1732,525,1,Brain,Fiber tracts
18x307,P4-1,18,307,1723,525,1,Brain,Fiber tracts
18x308,P4-1,18,308,1714,526,1,Brain,Fiber tracts
18x309,P4-1,18,309,1704,526,1,Brain,Fiber tracts
18x310,P4-1,18,310,1695,526,1,Brain,Fiber tracts
18x311,P4-1,18,311,1686,526,1,Brain,Fiber tracts
18x312,P4-1,18,312,1676,526,1,Brain,Fiber tracts
18x313,P4-1,18,313,1667,526,1,Brain,Fiber tracts
18x314,P4-1,18,314,1658,526,1,Brain,Fiber tracts
18x315,P4-1,18,315,1648,526,1,Brain,Fiber tracts
18x316,P4-1,18,316,1639,526,1,Brain,Fiber tracts
18x317,P4-1,18,317,1629,526,1,Brain,Fiber tracts
18x318,P4-1,18,318,1620,526,1,Brain,Fiber tracts
18x319,P4-1,18,319,1611,526,1,Brain,Fiber tracts
18x320,P4-1,18,320,1601,526,1,Brain,Fiber tracts
18x321,P4-1,18,321,1592,526,1,Brain,Fiber tracts
18x322,P4-1,18,322,1583,526,1,Brain,Fiber tracts
18x323,P4-1,18,323,1573,526,1,Brain,Fiber tracts
18x324,P4-1,18,324,1564,526,1,Brain,Fiber tracts
18x325,P4-1,18,325,1555,526,1,Brain,Fiber tracts
18x326,P4-1,18,326,1545,526,1,Brain,Fiber tracts
18x327,P4-1,18,327,1536,526,1,Brain,Fiber tracts
18x328,P4-1,18,328,1527,526,1,Brain,Fiber tracts
18x329,P4-1,18,329,1517,526,1,Brain,Fiber tracts
18x330,P4-1,18,330,1508,526,1,Brain,Fiber tracts
18x331,P4-1,18,331,1499,526,1,Brain,DPall_3
18x332,P4-1,18,332,1489,527,1,Brain,DPall_3
18x333,P4-1,18,333,1480,527,1,Brain,DPall_3
18x334,P4-1,18,334,1470,527,1,Brain,Fiber tracts
18x335,P4-1,18,335,1461,527,1,Brain,Fiber tracts
18x336,P4-1,18,336,1452,527,1,Brain,DPall_3
18x337,P4-1,18,337,1442,527,1,Brain,DPall_3
18x338,P4-1,18,338,1433,527,1,Brain,DPall_3
18x339,P4-1,18,339,1424,527,1,Brain,DPall_3
18x340,P4-1,18,340,1414,527,1,Brain,DPall_3
18x341,P4-1,18,341,1405,527,1,Brain,DPall_3
18x342,P4-1,18,342,1396,527,1,Brain,DPall_3
18x343,P4-1,18,343,1386,527,1,Brain,DPall_3
18x344,P4-1,18,344,1377,527,1,Brain,DPall_1
18x345,P4-1,18,345,1368,527,1,Brain,DPall_1
18x346,P4-1,18,346,1358,527,1,Brain,DPall_1
18x347,P4-1,18,347,1349,527,1,Brain,DPall_1
18x348,P4-1,18,348,1340,527,1,Brain,DPall_1
18x349,P4-1,18,349,1330,527,1,Brain,DPall_1
19x225,P4-1,19,225,2551,531,1,Brain,DPall_1
19x226,P4-1,19,226,2541,531,1,Brain,DPall_1
19x227,P4-1,19,227,2532,531,1,Brain,DPall_1
19x228,P4-1,19,228,2523,531,1,Brain,ORB
19x229,P4-1,19,229,2513,531,1,Brain,ORB
19x230,P4-1,19,230,2504,531,1,Brain,DPall_2
19x231,P4-1,19,231,2495,531,1,Brain,DPall_2
19x232,P4-1,19,232,2485,531,1,Brain,DPall_2
19x233,P4-1,19,233,2476,531,1,Brain,DPall_2
19x234,P4-1,19,234,2466,532,1,Brain,DPall_2
19x235,P4-1,19,235,2457,532,1,Brain,DPall_2
19x236,P4-1,19,236,2448,532,1,Brain,DPall_2
19x237,P4-1,19,237,2438,532,1,Brain,DPall_2
19x238,P4-1,19,238,2429,532,1,Brain,DPall_2
19x239,P4-1,19,239,2420,532,1,Brain,DPall_2
19x240,P4-1,19,240,2410,532,1,Brain,DPall_2
19x241,P4-1,19,241,2401,532,1,Brain,DPall_2
19x242,P4-1,19,242,2392,532,1,Brain,DPall_2
19x243,P4-1,19,243,2382,532,1,Brain,DPall_2
19x244,P4-1,19,244,2373,532,1,Brain,DPall_2
19x245,P4-1,19,245,2364,532,1,Brain,DPall_2
19x246,P4-1,19,246,2354,532,1,Brain,DPall_2
19x247,P4-1,19,247,2345,532,1,Brain,DPall_2
19x248,P4-1,19,248,2336,532,1,Brain,DPall_2
19x249,P4-1,19,249,2326,532,1,Brain,DPall_2
19x250,P4-1,19,250,2317,532,1,Brain,DPall_2
19x251,P4-1,19,251,2307,532,1,Brain,DPall_2
19x252,P4-1,19,252,2298,532,1,Brain,DPall_2
19x253,P4-1,19,253,2289,532,1,Brain,DPall_2
19x254,P4-1,19,254,2279,532,1,Brain,DPall_2
19x255,P4-1,19,255,2270,532,1,Brain,DPall_2
19x256,P4-1,19,256,2261,532,1,Brain,DPall_2
19x257,P4-1,19,257,2251,532,1,Brain,DPall_2
19x258,P4-1,19,258,2242,533,1,Brain,DPall_3
19x259,P4-1,19,259,2233,533,1,Brain,DPall_3
19x260,P4-1,19,260,2223,533,1,Brain,DPall_2
19x261,P4-1,19,261,2214,533,1,Brain,DPall_3
19x262,P4-1,19,262,2205,533,1,Brain,DPall_3
19x263,P4-1,19,263,2195,533,1,Brain,DPall_2
19x264,P4-1,19,264,2186,533,1,Brain,DPall_2
19x265,P4-1,19,265,2177,533,1,Brain,DPall_2
19x266,P4-1,19,266,2167,533,1,Brain,DPall_3
19x267,P4-1,19,267,2158,533,1,Brain,DPall_3
19x268,P4-1,19,268,2148,533,1,Brain,DPall_3
19x269,P4-1,19,269,2139,533,1,Brain,DPall_3
19x270,P4-1,19,270,2130,533,1,Brain,DPall_3
19x271,P4-1,19,271,2120,533,1,Brain,DPall_3
19x272,P4-1,19,272,2111,533,1,Brain,DPall_3
19x273,P4-1,19,273,2102,533,1,Brain,DPall_3
19x274,P4-1,19,274,2092,533,1,Brain,DPall_3
19x275,P4-1,19,275,2083,533,1,Brain,DPall_3
19x276,P4-1,19,276,2074,533,1,Brain,DPall_3
19x277,P4-1,19,277,2064,533,1,Brain,DPall_3
19x278,P4-1,19,278,2055,533,1,Brain,DPall_3
19x279,P4-1,19,279,2046,533,1,Brain,DPall_3
19x280,P4-1,19,280,2036,533,1,Brain,DPall_3
19x281,P4-1,19,281,2027,533,1,Brain,DPall_3
19x282,P4-1,19,282,2018,534,1,Brain,DPall_3
19x283,P4-1,19,283,2008,534,1,Brain,DPall_3
19x284,P4-1,19,284,1999,534,1,Brain,DPall_3
19x285,P4-1,19,285,1989,534,1,Brain,DPall_3
19x286,P4-1,19,286,1980,534,1,Brain,DPall_3
19x287,P4-1,19,287,1971,534,1,Brain,DPall_3
19x288,P4-1,19,288,1961,534,1,Brain,DPall_3
19x289,P4-1,19,289,1952,534,1,Brain,DPall_3
19x290,P4-1,19,290,1943,534,1,Brain,DPall_3
19x291,P4-1,19,291,1933,534,1,Brain,DPall_3
19x292,P4-1,19,292,1924,534,1,Brain,DPall_3
